County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Warren County,Black,31,Female,Less than High School,Unemployed,35081.86818981028,1,5.441266225338262,0,0
Warren County,Black,29,Male,High School,Unemployed,33651.69105154226,1,6.491184482494539,0,0
Warren County,White,41,Female,Master's Degree,Employed,77701.04770012076,2,4.758779981600017,0,0
Warren County,Black,33,Male,Bachelor's Degree,Employed,15334.221454812725,2,6.195026741224778,0,1
Warren County,White,44,Female,PhD,Employed,14351.502542850001,2,5.774053291307293,1,1
Warren County,Black,27,Male,Some College,Employed,127597.93871537212,0,7.028095229648935,0,0
Warren County,Black,40,Female,Some College,Unemployed,15065.307326013966,1,6.056052335211936,1,1
Warren County,Black,40,Male,High School,Employed,33536.038710113724,3,7.495767128840844,0,1
Warren County,Black,33,Female,High School,Unemployed,74687.25481146491,2,10.939169255529118,1,0
Warren County,White,56,Female,Bachelor's Degree,Employed,124808.70358912558,3,6.330159388033338,1,0
Warren County,Black,28,Female,High School,Unemployed,72493.30905122457,1,8.703198306502703,1,0
Warren County,Black,36,Male,Master's Degree,Employed,36559.943514500985,2,3.2368964102565894,1,0
Warren County,White,42,Male,Master's Degree,Employed,36224.913800182316,2,3.0587399872866516,0,0
Warren County,White,66,Female,Bachelor's Degree,Employed,35591.57818065188,2,5.421874235023116,1,1
Warren County,Black,53,Female,Some College,Employed,74717.21670750456,1,7.341588003283071,0,1
Warren County,Black,46,Female,Some College,Employed,14867.648312376763,1,3.756786289935316,1,1
Warren County,White,23,Female,High School,Employed,15226.460200726431,2,8.18140912003897,0,1
Warren County,Black,43,Male,Less than High School,Employed,35159.01154292416,3,8.685594595373876,0,0
Warren County,White,32,Female,Less than High School,Employed,33467.9558705866,4,3.9109418317515856,0,1
Warren County,White,29,Male,High School,Unemployed,35043.75927069616,1,3.817079225419117,0,0
Warren County,White,54,Male,High School,Employed,36072.41266031494,0,4.262990007321544,1,0
Warren County,White,60,Male,Less than High School,Unemployed,14938.859816395436,2,2.9140519960161537,1,1
Warren County,Black,49,Male,Some College,Unemployed,14327.934866331401,3,7.649495215499809,0,0
Warren County,Black,33,Female,High School,Unemployed,36001.973697844114,2,8.068313733053198,0,1
Warren County,White,40,Female,Master's Degree,Employed,33954.77323747591,2,6.4972939149646685,0,0
Warren County,White,26,Male,Bachelor's Degree,Employed,34155.17292210813,0,5.302196980754039,1,1
Warren County,Black,21,Female,Bachelor's Degree,Employed,14497.059530148443,3,4.574550643679771,0,1
Warren County,Black,66,Male,Bachelor's Degree,Employed,122877.68831089372,0,6.58426432392062,0,0
Warren County,White,30,Male,Less than High School,Employed,76925.63629266476,0,7.381142677015321,0,0
Warren County,White,58,Male,High School,Employed,125242.32324379923,4,5.638458817841007,1,0
Warren County,Black,46,Male,Some College,Unemployed,33967.08445952749,3,3.604417693698882,1,0
Warren County,Black,24,Female,Some College,Unemployed,15566.745117228062,0,2.1261845713819336,1,1
Warren County,White,21,Female,High School,Employed,36328.53649233036,2,7.289600281386664,1,0
Warren County,White,67,Female,Some College,Unemployed,15555.86763756901,3,5.2290071680409875,1,0
Warren County,Black,72,Female,High School,Unemployed,14608.194317072308,5,6.325524416023135,0,0
Warren County,White,49,Male,High School,Unemployed,74634.29508135741,4,4.5740446517340905,1,0
Warren County,Black,38,Male,High School,Employed,78637.42242105656,4,6.801852019961982,0,1
Warren County,White,68,Female,Some College,Unemployed,77040.09357232493,1,4.61586905952513,0,1
Warren County,White,52,Female,High School,Employed,33345.08597428946,2,3.217862055525356,1,0
Warren County,Black,29,Female,High School,Unemployed,14347.806886890738,1,9.221936628289605,0,1
Warren County,Black,68,Female,Less than High School,Employed,14945.8970652185,1,3.8647184198821196,1,1
Warren County,White,69,Female,High School,Employed,15613.83030879234,1,4.563558350286024,0,0
Warren County,Black,73,Male,PhD,Employed,75290.26348464536,2,2.8865893930293973,0,0
Warren County,Black,59,Female,Some College,Employed,74983.59381025717,2,7.720293315242795,0,1
Warren County,White,58,Female,Master's Degree,Employed,33619.15794984821,3,5.229606178338065,1,0
Warren County,Black,45,Female,Bachelor's Degree,Employed,15235.170157086442,3,5.137557471355213,0,0
Warren County,Black,67,Male,Some College,Employed,15483.154740900336,0,7.542097839606857,1,1
Warren County,White,24,Male,Some College,Employed,34581.47002627647,1,7.955543880259119,0,1
Warren County,White,42,Female,Bachelor's Degree,Employed,35964.64147823865,2,6.467431944313622,1,0
Warren County,White,24,Female,Less than High School,Unemployed,36625.66828865284,1,5.213244787222995,1,1
Warren County,White,45,Female,High School,Employed,33963.18260694691,1,2.104314019446759,1,0
Warren County,White,57,Female,High School,Unemployed,75174.97223396057,2,6.073532637083395,1,0
Warren County,Black,19,Female,Some College,Employed,34254.98285329602,1,5.270967179954561,0,0
Warren County,Black,52,Female,High School,Unemployed,15439.281628550758,2,6.991313834910147,0,1
Warren County,White,59,Male,Some College,Unemployed,75581.95024410868,4,2.0090931317527976,1,1
Warren County,Other,25,Male,High School,Unemployed,15201.873626325456,1,6.89855742570197,0,1
Warren County,White,65,Male,Less than High School,Unemployed,15446.87123942384,3,4.5254191267440955,1,0
Warren County,White,70,Female,High School,Employed,34635.89665431859,1,7.3726262831892875,0,0
Warren County,Black,40,Female,Bachelor's Degree,Employed,78113.17551305282,1,6.344000859961429,0,0
Warren County,White,18,Male,High School,Employed,75247.71650434604,1,4.109128329011025,0,0
Warren County,Black,64,Female,Bachelor's Degree,Employed,72434.6611712651,3,6.740098373506858,1,1
Warren County,Black,55,Male,High School,Employed,15293.848677253205,1,7.011998967630585,1,0
Warren County,White,37,Female,High School,Employed,15439.892025657382,2,5.407566473926093,0,1
Warren County,Other,41,Male,Less than High School,Unemployed,34358.66586973634,5,4.749292229148875,1,1
Warren County,Black,21,Female,Less than High School,Unemployed,129464.7407124844,2,3.928306338428504,1,0
Warren County,Black,52,Male,Bachelor's Degree,Employed,36421.501391680176,2,5.255551138543049,0,0
Warren County,Black,53,Male,Less than High School,Employed,14665.356731066713,4,4.7287981654916225,0,0
Warren County,White,63,Female,Bachelor's Degree,Employed,78626.41104536416,1,3.6615839278630347,1,0
Warren County,Black,48,Female,Less than High School,Unemployed,14461.067292073136,4,6.705652034079275,0,1
Warren County,Black,31,Female,High School,Employed,33957.054839408716,2,4.661221287254004,0,0
Warren County,Black,45,Male,Some College,Employed,14526.337258857038,3,6.515637182811088,0,0
Warren County,Black,58,Female,High School,Employed,36378.96398502754,1,5.308120379564417,0,0
Warren County,Black,40,Female,Some College,Unemployed,76157.1941424372,1,6.160084507812509,0,0
Warren County,Black,51,Female,Master's Degree,Employed,33782.36499127795,1,7.520044826262804,0,0
Warren County,Black,58,Female,Less than High School,Unemployed,74552.42563776262,0,6.364406492278938,0,0
Warren County,White,38,Female,High School,Employed,75864.73518802351,0,2.8119420353316213,0,0
Warren County,Black,64,Male,Some College,Employed,33542.12429746284,2,6.471070798187974,0,0
Warren County,Other,52,Female,Less than High School,Unemployed,36338.457289425685,2,3.0236053451493907,1,0
Warren County,Black,28,Male,High School,Unemployed,15455.405303162303,0,6.368928186196875,1,0
Warren County,White,23,Male,Some College,Employed,125065.08466970798,1,5.396091299923493,0,0
Warren County,White,44,Male,High School,Employed,36634.9431534071,1,1.9272013899887457,0,0
Warren County,Black,74,Male,High School,Employed,14876.641468912649,3,5.532062309433212,0,0
Warren County,White,37,Male,Bachelor's Degree,Employed,131051.37898795621,1,6.6191092275587184,0,0
Warren County,White,53,Female,Some College,Employed,76259.39999102721,1,3.9416862309010052,1,0
Warren County,White,70,Female,High School,Employed,35471.349456388794,1,3.1908088595534956,1,0
Warren County,Black,53,Male,High School,Unemployed,72494.66171471839,2,3.216438349953806,1,0
Warren County,White,45,Male,Master's Degree,Employed,129774.09697880804,1,4.506952130531191,1,1
Warren County,Black,32,Male,High School,Employed,34746.21390772215,0,5.010747302577566,0,0
Warren County,White,63,Male,Bachelor's Degree,Employed,120777.91757228099,1,0.9834822006297559,1,0
Warren County,Black,22,Female,Bachelor's Degree,Employed,71344.55639981819,0,0.9444215620941461,1,0
Warren County,White,37,Male,Less than High School,Employed,125746.94604547978,2,6.467811514267156,0,1
Warren County,White,52,Male,High School,Employed,15041.099433184016,3,4.837615171403628,1,0
Warren County,White,63,Male,Less than High School,Unemployed,15329.030433553737,1,8.708655526260031,0,0
Warren County,White,18,Female,Some College,Unemployed,15585.387079526703,1,6.752484104829057,0,1
Warren County,Black,35,Female,Some College,Employed,33527.9230462506,1,5.018790621743366,1,0
Warren County,White,71,Female,High School,Employed,15347.244735510543,1,8.324830334232285,0,1
Warren County,White,24,Female,Some College,Employed,33905.941804341535,0,2.9181777614275766,1,0
Warren County,White,21,Female,Less than High School,Employed,36253.61968605007,1,6.566138499265152,1,0
Warren County,White,55,Male,Less than High School,Employed,36116.72229851579,2,3.277468376965267,1,0
Warren County,Black,20,Male,Bachelor's Degree,Employed,35142.7781424494,0,4.751782295825365,0,1
Warren County,White,70,Male,Some College,Unemployed,15315.364197934965,3,2.998349103535431,1,1
Warren County,Black,18,Male,High School,Unemployed,14721.525169775621,0,6.721229633743477,0,0
Warren County,Black,60,Male,Bachelor's Degree,Employed,74783.75924199611,3,3.827872395501974,1,0
Warren County,White,61,Female,High School,Employed,15482.455346565706,3,5.44426433682544,0,1
Warren County,White,49,Female,High School,Employed,14938.89779575982,1,5.109564333979897,1,1
Warren County,Other,63,Male,Some College,Unemployed,34502.29392863905,3,6.0032148278746345,1,0
Warren County,Other,53,Female,High School,Employed,34979.74356537605,2,4.55147875124999,0,0
Warren County,White,68,Female,Master's Degree,Employed,129103.11565546523,7,3.8229171713892893,0,1
Warren County,Black,65,Male,Less than High School,Unemployed,14752.812071056309,1,5.408265885966655,0,1
Warren County,White,37,Male,Bachelor's Degree,Employed,72553.21194851807,4,3.791649512533578,1,1
Warren County,Other,55,Male,Less than High School,Employed,35742.04907115773,3,2.786936923254734,1,0
Warren County,Black,27,Female,Less than High School,Employed,15488.967319062123,0,4.989452760277563,0,1
Warren County,White,26,Male,Less than High School,Employed,33602.23117483236,3,6.582780544932721,1,0
Warren County,Black,43,Male,Some College,Employed,14609.811169133916,2,4.7420552715115,0,0
Warren County,White,69,Male,Bachelor's Degree,Employed,72314.78992320746,0,3.103281328443527,1,1
Warren County,White,28,Male,Some College,Unemployed,14771.91211737325,0,6.3139435383944615,0,0
Warren County,Black,41,Male,Some College,Unemployed,34826.22842616894,2,6.6326925615893595,1,0
Warren County,White,38,Male,Some College,Unemployed,76866.1975272248,1,3.136929809167116,1,0
Warren County,White,65,Female,Some College,Employed,76133.60688661256,4,3.8942265061754027,1,0
Warren County,White,23,Female,Bachelor's Degree,Employed,126511.60709348039,1,3.079383498356148,1,0
Warren County,Other,61,Female,Some College,Employed,14778.562419914482,1,5.133529710760895,1,0
Warren County,White,21,Male,High School,Unemployed,15512.17132962714,0,8.057239494519614,0,0
Warren County,Black,68,Female,Less than High School,Unemployed,34899.50508589357,1,5.50834772406529,0,0
Warren County,White,39,Female,High School,Employed,15718.65740702273,3,10.670604991178475,0,1
Warren County,White,34,Female,Master's Degree,Employed,76006.06603721803,1,4.820780064971736,1,1
Warren County,Black,67,Female,Less than High School,Unemployed,33691.92659547576,2,5.6238222124798245,0,0
Warren County,White,30,Male,Some College,Employed,35616.62146726401,0,5.448930169865717,1,0
Warren County,White,69,Male,Master's Degree,Employed,34387.86405401094,0,1.0181785886376484,1,0
Warren County,Black,66,Female,High School,Employed,15279.490795029147,2,5.177564361842283,0,0
Warren County,White,53,Female,Some College,Employed,33493.74401856842,1,5.419905394713427,0,0
Warren County,White,25,Female,High School,Unemployed,14512.322155763939,0,7.016930281618993,0,1
Warren County,White,51,Male,High School,Unemployed,36245.08040617025,6,5.6717949302375255,1,0
Warren County,Black,26,Male,Bachelor's Degree,Employed,34045.1284495823,4,7.20324190657323,0,1
Warren County,Black,41,Male,Bachelor's Degree,Employed,36179.643938350295,1,8.413859572208985,0,1
Warren County,Black,55,Male,Bachelor's Degree,Employed,73344.57066340807,1,5.190937738102466,0,0
Warren County,Black,24,Male,Some College,Unemployed,15214.322865088061,1,8.796123623340968,0,1
Warren County,White,27,Female,High School,Employed,35679.52700728441,2,4.349383990989388,1,0
Warren County,Black,26,Female,High School,Employed,75094.91064858789,3,3.710016755316795,1,0
Warren County,Black,63,Female,Master's Degree,Employed,73539.83007522549,3,5.809279621260311,1,0
Warren County,Black,50,Female,Master's Degree,Employed,72844.83282278322,3,4.613473521240589,0,0
Warren County,White,70,Female,Less than High School,Employed,14299.78403184364,3,7.594571065589989,0,1
Warren County,White,28,Male,High School,Unemployed,34313.81240434253,2,8.60374296540957,1,0
Warren County,Black,57,Female,High School,Employed,126914.53488164104,4,3.8063533021721248,1,0
Warren County,White,43,Female,High School,Employed,36534.06686456969,2,5.15998404603418,0,0
Warren County,White,57,Male,Less than High School,Unemployed,77784.0336169729,0,7.4441110802817025,0,0
Warren County,Black,29,Female,Master's Degree,Employed,128325.80970669127,0,8.08832129855914,0,1
Warren County,White,39,Male,Master's Degree,Employed,77163.35507439973,4,9.053371041040812,0,0
Warren County,White,40,Male,Some College,Unemployed,15247.477355213992,0,4.741852290900452,1,0
Warren County,White,35,Male,Bachelor's Degree,Employed,122003.58571957504,2,2.7558616606835398,1,0
Warren County,White,61,Male,Bachelor's Degree,Employed,36425.1826074704,1,6.476658909543992,1,1
Warren County,White,47,Male,Bachelor's Degree,Employed,76280.49233929376,3,2.1601672228653324,1,1
Warren County,White,33,Male,Less than High School,Employed,35211.542208431536,4,2.053240582909307,1,1
Warren County,White,69,Male,Less than High School,Employed,33638.46314224718,4,0.9678059582097401,1,0
Warren County,Other,24,Female,Some College,Employed,34814.694403322486,0,3.879367659690129,0,0
Warren County,White,43,Female,Some College,Employed,14940.537406802889,4,4.180764543096192,0,0
Warren County,Black,66,Male,Less than High School,Employed,15546.845414284006,0,2.158844103981031,0,1
Warren County,Black,52,Male,Less than High School,Unemployed,75349.86165140841,3,9.696755563677211,0,1
Warren County,Black,43,Male,High School,Employed,34581.401921396435,4,7.391825764200673,0,0
Warren County,White,37,Female,Some College,Unemployed,15715.200492765987,2,7.198844304616003,0,0
Warren County,White,74,Male,PhD,Employed,72080.40444994737,0,1.8336559859980195,1,0
Warren County,White,49,Male,Some College,Employed,14883.822642467916,3,4.661628714094614,1,0
Warren County,Black,23,Female,Bachelor's Degree,Employed,71565.18506378554,4,9.717397539348744,0,1
Warren County,Black,48,Female,Some College,Employed,15359.856181150395,4,6.1277148715915075,0,0
Warren County,Black,55,Female,Less than High School,Employed,15627.114828298727,1,6.312875872263281,0,0
Warren County,Black,18,Male,Some College,Unemployed,14670.055994325734,3,7.362354468585652,0,1
Warren County,Black,45,Male,High School,Unemployed,36254.19586879692,2,4.130801415286445,1,0
Warren County,Black,69,Female,Master's Degree,Employed,73441.63672846423,2,4.505061583846219,0,0
Warren County,Black,66,Male,Some College,Unemployed,36437.6955657537,3,7.457292882267998,1,1
Warren County,White,18,Female,High School,Unemployed,35888.86666258874,2,5.048733789366587,1,0
Warren County,White,63,Male,Bachelor's Degree,Employed,36067.173718945036,3,6.230274237231232,1,0
Warren County,White,60,Male,High School,Employed,71385.04916700341,1,4.121569007602081,1,0
Warren County,White,49,Male,High School,Unemployed,36619.83624975909,4,7.558830895136896,0,1
Warren County,Black,60,Male,Bachelor's Degree,Employed,35793.34847224613,3,8.339486754156058,0,0
Warren County,White,46,Female,High School,Employed,34316.628833851464,3,7.579598539994881,0,0
Warren County,Black,72,Male,Less than High School,Employed,15494.09199728827,2,4.825399698159268,0,0
Warren County,Black,36,Male,Some College,Unemployed,34235.32419445225,2,7.3450879671652345,0,0
Warren County,Black,74,Male,Bachelor's Degree,Employed,36304.638438481445,0,5.149632899047215,0,0
Warren County,Black,54,Male,Some College,Employed,33644.03136644178,1,7.488912774691849,0,0
Warren County,Black,45,Male,Master's Degree,Employed,127546.07471825993,4,6.189135470760412,1,1
Warren County,Other,47,Female,High School,Employed,35142.44466825718,3,3.040985162001283,1,0
Warren County,Black,60,Male,High School,Employed,71974.0085264658,3,3.674939814262474,1,0
Warren County,Black,41,Male,Master's Degree,Employed,121773.67285323548,3,5.84125896367132,1,0
Warren County,White,20,Male,Less than High School,Unemployed,33293.4141269706,1,4.7652023676817254,1,0
Warren County,White,49,Female,High School,Employed,14953.151948196759,3,2.84639378602745,1,1
Warren County,Black,71,Male,Less than High School,Unemployed,73509.48945570001,1,7.662214776653424,0,0
Warren County,Black,20,Male,Some College,Employed,15147.536226446637,0,9.78619544933352,0,1
Warren County,White,70,Female,High School,Employed,73479.28355781462,5,5.392046555177114,0,0
Warren County,Black,47,Male,Some College,Unemployed,34299.716890274445,0,4.10491090079781,1,0
Warren County,Black,47,Female,Less than High School,Employed,15364.789798097405,4,4.235849042833319,0,0
Warren County,White,49,Male,Less than High School,Employed,71611.07126983764,3,7.003691930347269,0,0
Warren County,White,32,Female,Less than High School,Employed,78021.7124639399,2,6.092284661551631,1,0
Warren County,Black,58,Male,High School,Employed,15528.395811586772,5,4.992517693818864,0,1
Warren County,Black,20,Male,High School,Employed,35587.31639129242,2,7.512388780476871,0,1
Warren County,White,33,Male,Bachelor's Degree,Employed,15139.832355161077,2,5.222452115261506,1,0
Warren County,Black,40,Male,Master's Degree,Employed,36373.05874348878,3,6.693081307417199,1,0
Warren County,White,46,Female,Bachelor's Degree,Employed,33898.6556283505,3,3.6194527731451633,1,1
Warren County,White,57,Male,High School,Unemployed,14368.453743286242,1,5.145472295907167,0,1
Warren County,Black,63,Female,Some College,Employed,14609.265254864307,1,5.612532815288459,0,1
Warren County,Black,52,Male,Master's Degree,Employed,15441.867418050286,1,9.792825451835245,1,0
Warren County,White,51,Male,Master's Degree,Employed,33371.34593354269,3,7.635500007803621,0,0
Warren County,White,59,Female,Some College,Employed,35289.82392279221,3,4.331891512176359,1,0
Warren County,Black,21,Female,Master's Degree,Employed,78715.78137143483,0,2.922095220153267,1,0
Warren County,Black,31,Female,Bachelor's Degree,Employed,15533.544140756308,3,6.321639263140415,0,1
Warren County,White,51,Male,High School,Unemployed,35075.05991165256,5,7.599645987622816,0,1
Warren County,White,73,Female,Less than High School,Unemployed,71727.3068196498,3,0.9856368296634629,1,0
Warren County,Black,44,Female,Less than High School,Employed,36159.80730034998,0,4.373323855234936,1,0
Warren County,Other,46,Female,Some College,Employed,35346.42477862023,3,4.370895981671403,0,0
Warren County,Other,47,Male,High School,Unemployed,72111.99747794674,1,2.141203782186944,1,0
Warren County,White,28,Male,High School,Unemployed,33578.500496881745,1,1.9177795568278344,1,0
Warren County,White,37,Female,Bachelor's Degree,Employed,78072.20114577444,1,4.8850977286019255,1,0
Warren County,Other,24,Male,Some College,Employed,35592.20092028328,2,6.421364005820228,1,0
Warren County,White,45,Male,Less than High School,Employed,15493.930198975133,1,7.707075208250044,0,0
Warren County,Black,29,Female,PhD,Employed,36326.426150987936,0,2.8016956480116555,1,0
Warren County,Black,75,Male,High School,Employed,15107.658528072485,1,1.01136025249167,1,1
Warren County,White,66,Male,High School,Employed,15026.169527632563,2,6.5233857289929364,1,0
Warren County,White,26,Male,High School,Unemployed,34756.495936123465,1,9.352853634014952,0,1
Warren County,White,65,Male,Some College,Employed,34359.31305726892,0,5.070061170089365,1,0
Warren County,Black,22,Female,Less than High School,Employed,34771.085863005486,4,4.597176493770768,0,0
Warren County,White,54,Male,High School,Employed,15410.819483595234,0,8.184011562718672,0,1
Warren County,Black,49,Female,Some College,Employed,15152.885146522698,2,5.490053850104264,0,1
Warren County,Black,25,Male,High School,Employed,15588.784934932268,0,7.424134424378439,0,0
Warren County,Black,58,Male,Less than High School,Unemployed,34801.83005032715,2,5.018329652363737,0,0
Warren County,White,49,Female,Some College,Unemployed,75803.17184039064,2,5.3773730719279556,1,0
Warren County,Black,34,Male,Less than High School,Unemployed,126641.34441364986,8,6.288922341305046,0,0
Warren County,White,26,Female,Bachelor's Degree,Employed,35320.94006807214,0,4.157612592796214,1,0
Warren County,White,62,Female,Bachelor's Degree,Employed,35709.218205799305,1,4.161987267189687,1,0
Warren County,Black,20,Male,Master's Degree,Employed,121717.91835468507,1,5.831389381463707,0,0
Warren County,White,63,Female,High School,Employed,15018.545666318685,1,2.8761551065586963,1,1
Warren County,White,70,Male,Bachelor's Degree,Employed,120052.81003510434,0,3.185616693287108,1,0
Warren County,White,26,Male,Some College,Employed,34595.78964675684,2,3.1860680368075087,0,0
Warren County,White,36,Male,Bachelor's Degree,Employed,74907.50301465948,2,6.440486782296125,1,0
Warren County,Black,45,Male,Some College,Unemployed,15228.336389318209,1,7.578536773579059,0,0
Warren County,White,61,Male,Bachelor's Degree,Employed,15675.796578879304,3,8.018147838177502,0,0
Warren County,Black,59,Female,Less than High School,Employed,15150.976599822534,1,4.0012130357497595,1,0
Warren County,White,43,Female,Bachelor's Degree,Employed,35852.578706617955,1,2.11931807158671,1,0
Warren County,White,20,Male,High School,Unemployed,35021.9312082332,1,1.0299927861555531,0,0
Warren County,Black,23,Male,Some College,Employed,35469.36410981716,1,5.2019668772577035,0,0
Warren County,Black,18,Female,Some College,Employed,33498.262756468204,1,5.295792669436102,0,0
Warren County,White,72,Male,High School,Unemployed,34140.370532946465,3,7.546007478544593,0,0
Warren County,Black,42,Female,Master's Degree,Employed,14792.779639807708,3,2.902797094110922,1,0
Warren County,Black,44,Male,PhD,Employed,34903.7267425228,0,2.9253497715839663,1,0
Warren County,Black,46,Female,Less than High School,Unemployed,33409.77060925834,5,3.6751855518726955,1,1
Warren County,White,36,Female,High School,Employed,14460.036146329976,3,6.093936169195409,1,1
Warren County,Black,38,Female,Bachelor's Degree,Employed,73326.10730843479,3,5.44313072855609,0,0
Warren County,Black,47,Male,Some College,Unemployed,36650.36441815368,1,3.9724784145059684,1,0
Warren County,Black,27,Male,Less than High School,Employed,34409.714524860676,2,9.076760342473639,0,0
Warren County,Black,41,Male,High School,Employed,34937.143703392285,0,4.786541252128284,0,1
Warren County,White,73,Female,High School,Employed,33936.34199458438,0,2.0363333042276044,1,0
Warren County,White,27,Male,Some College,Employed,15166.17010661365,0,5.43660029992686,1,1
Warren County,White,37,Male,Bachelor's Degree,Employed,122258.54019394968,1,3.6298785509993716,1,0
Warren County,Black,51,Male,Bachelor's Degree,Employed,121337.40723048033,3,7.451640784923521,0,0
Warren County,Black,28,Female,Some College,Unemployed,35058.00419956093,1,7.7763050262580204,0,1
Warren County,White,70,Female,High School,Unemployed,33269.27029706147,1,5.552472615182262,1,1
Warren County,White,59,Male,Some College,Unemployed,33276.82411427228,3,3.0133459560328824,1,0
Warren County,Black,64,Male,High School,Unemployed,34016.7408318565,5,7.377990974338055,0,1
Warren County,White,20,Female,Some College,Employed,14305.08204375123,1,3.7726568219974745,1,1
Warren County,Black,67,Male,Some College,Unemployed,14412.038631196037,0,6.1474685709828005,0,1
Warren County,White,71,Female,High School,Employed,34436.01227268563,2,3.6682779719950145,1,0
Warren County,Black,73,Female,Less than High School,Employed,15453.878519369719,2,7.2826907538697725,0,1
Warren County,White,39,Male,Some College,Unemployed,125900.60804211625,3,8.050167410509037,1,1
Warren County,Black,60,Male,Some College,Employed,75095.00794467313,0,6.048762145932128,0,0
Warren County,White,42,Female,Some College,Unemployed,14690.233234812182,2,6.164915881797849,1,1
Warren County,Black,58,Male,High School,Unemployed,15647.630579149225,3,10.452182667445324,0,1
Warren County,Black,63,Male,High School,Employed,14845.522561855787,2,6.5710224953550425,1,1
Warren County,Black,23,Male,Less than High School,Employed,14380.639150193656,0,4.013040278640957,1,0
Warren County,Black,34,Male,Some College,Employed,15175.5997741767,2,7.716730356705994,0,0
Warren County,White,62,Female,High School,Employed,33648.4343771681,0,3.1771117168612224,1,0
Warren County,Black,38,Female,Bachelor's Degree,Employed,73839.17357101268,2,3.8166658010096595,1,0
