County,Race,Age,Gender,Education Level,Employment Status,Income Level,Prior Convictions,Risk Score,Judge Decision,Re-offense
Claiborne County,Black,22,Female,Some College,Employed,36140.923744478285,0,5.987343312333076,0,0
Claiborne County,Black,58,Male,Bachelor's Degree,Employed,120007.96848154416,1,5.485650454110601,0,0
Claiborne County,Black,58,Female,Bachelor's Degree,Employed,34089.5593946458,1,3.7936442172092004,1,0
Claiborne County,Black,29,Male,High School,Employed,33746.90196416348,0,3.103281328443527,1,1
Claiborne County,Black,75,Female,High School,Unemployed,34467.794940537584,2,6.3139435383944615,1,0
Claiborne County,Black,36,Female,Less than High School,Employed,14925.526468358119,1,3.7901100351939196,0,1
Claiborne County,Black,65,Male,High School,Employed,35870.89217937157,0,4.1825730788894875,1,0
Claiborne County,Black,39,Female,High School,Unemployed,126889.34481102093,3,5.841339759263104,0,0
Claiborne County,Black,53,Female,High School,Employed,15181.392851217646,2,7.185228162831011,0,1
Claiborne County,Black,59,Male,Bachelor's Degree,Employed,73892.8120995724,2,7.186941595065252,0,0
Claiborne County,Black,25,Male,High School,Unemployed,15512.17132962714,1,5.035774684074759,0,0
Claiborne County,Black,50,Female,Some College,Employed,74784.65375548623,0,2.754173862032645,1,0
Claiborne County,Black,23,Male,High School,Unemployed,36676.867283053034,0,8.536483992942781,0,1
Claiborne County,Black,43,Female,Some College,Unemployed,76006.06603721803,2,7.713248103954777,0,0
Claiborne County,Black,72,Male,Master's Degree,Employed,33691.92659547576,2,2.8119111062399123,1,0
Claiborne County,Black,37,Female,Master's Degree,Employed,76321.33171556574,2,2.7244650849328584,1,0
Claiborne County,Black,41,Female,Some College,Unemployed,14737.656023147547,1,5.090892943188242,0,0
Claiborne County,Black,42,Male,Some College,Unemployed,35652.145188401344,3,5.177564361842283,0,0
Claiborne County,Black,34,Female,High School,Employed,33493.74401856842,1,2.7099526973567136,0,0
Claiborne County,Black,65,Male,High School,Unemployed,14512.322155763939,2,6.014511669959137,0,1
Claiborne County,Black,50,Male,Bachelor's Degree,Employed,36245.08040617025,2,7.562393240316701,0,1
Claiborne County,Black,26,Female,Master's Degree,Employed,72953.84667767635,2,4.11613823232756,1,0
Claiborne County,Black,39,Female,Less than High School,Employed,36179.643938350295,1,9.348732858009983,0,1
Claiborne County,Black,63,Female,High School,Employed,34227.46630959043,3,7.267312833343452,0,0
Claiborne County,Black,34,Male,Bachelor's Degree,Employed,76071.6143254403,0,2.9320412077803226,1,0
Claiborne County,Black,66,Female,High School,Unemployed,35679.52700728441,3,6.524075986484082,0,0
Claiborne County,Black,27,Female,High School,Employed,35044.29163600768,0,6.492529321804391,0,0
Claiborne County,White,58,Female,High School,Employed,14707.966015045096,2,3.872853080840207,0,0
Claiborne County,Black,47,Male,High School,Unemployed,14568.966564556644,4,5.536168225488707,0,1
Claiborne County,Black,72,Female,Less than High School,Unemployed,33366.16274096849,1,9.764448512901414,0,0
Claiborne County,Black,21,Male,High School,Employed,34313.81240434253,1,4.301871482704785,0,0
Claiborne County,Black,53,Female,Some College,Unemployed,76148.72092898462,0,5.709529953258187,0,0
Claiborne County,Black,29,Male,Less than High School,Unemployed,78287.28613836362,0,4.127987236827344,0,0
Claiborne County,Black,51,Male,Master's Degree,Employed,36299.21568792068,1,4.253777760160973,1,0
Claiborne County,Black,56,Male,High School,Employed,76995.48582401476,4,4.04416064927957,1,1
Claiborne County,White,74,Male,High School,Employed,15432.671014879947,0,5.029650578356007,1,1
Claiborne County,White,70,Female,High School,Employed,35577.44716216598,2,4.741852290900452,1,0
Claiborne County,Black,30,Female,Less than High School,Employed,34161.00400148101,2,3.6744822142447195,1,0
Claiborne County,Black,58,Male,High School,Unemployed,36425.1826074704,3,8.635545212725322,0,0
Claiborne County,Black,33,Male,Less than High School,Unemployed,35597.56309167042,1,5.400418057163331,0,1
Claiborne County,Black,40,Female,Less than High School,Employed,35211.542208431536,0,6.159721748727922,0,0
Claiborne County,Black,21,Male,Master's Degree,Employed,33638.46314224718,3,4.8390297910487,0,0
Claiborne County,Black,39,Female,High School,Employed,34814.694403322486,1,6.788893404457726,1,0
Claiborne County,Black,42,Female,Some College,Employed,14940.537406802889,0,6.271146814644288,1,0
Claiborne County,Black,64,Female,High School,Employed,15546.845414284006,3,5.397110259952578,1,1
Claiborne County,Black,52,Male,Less than High School,Unemployed,15069.972330281682,3,6.464503709118141,0,1
Claiborne County,Black,43,Male,Some College,Employed,34581.401921396435,1,5.2798755458576245,0,0
Claiborne County,Black,38,Male,Less than High School,Unemployed,15715.200492765987,0,6.170437975385146,0,1
Claiborne County,Black,55,Female,Bachelor's Degree,Employed,120134.00741657894,2,3.667311971996039,1,0
Claiborne County,Black,33,Male,Less than High School,Employed,34728.919499091804,1,4.661628714094614,0,0
Claiborne County,Black,36,Female,Some College,Employed,14313.037012757106,2,9.717397539348744,0,1
Claiborne County,Black,38,Female,High School,Unemployed,15359.856181150395,2,5.10642905965959,0,0
Claiborne County,Black,67,Male,Less than High School,Unemployed,36463.26793269703,2,5.411036461939956,0,0
Claiborne County,White,61,Female,Some College,Employed,73350.27997162867,1,4.601471542866032,1,0
Claiborne County,Black,60,Female,Master's Degree,Employed,77687.5625759934,0,7.228902476751279,0,0
Claiborne County,Black,74,Male,Less than High School,Unemployed,73441.63672846423,1,2.703036950307731,1,0
Claiborne County,Black,50,Female,Master's Degree,Employed,78080.77621232935,2,7.457292882267998,1,0
Claiborne County,Black,71,Male,High School,Employed,35888.86666258874,4,8.077974062986538,0,1
Claiborne County,Black,56,Female,High School,Unemployed,15457.360165262156,2,6.230274237231232,0,1
Claiborne County,Black,66,Male,Bachelor's Degree,Employed,71385.04916700341,2,5.151961259502601,0,0
Claiborne County,Black,71,Female,Bachelor's Degree,Employed,78471.0776780552,2,9.44853861892112,0,0
Claiborne County,Black,71,Male,Some College,Employed,15340.006488105486,1,3.127307532808522,1,0
Claiborne County,Black,71,Male,High School,Employed,14707.126643079198,6,6.63214872249552,0,0
Claiborne County,Black,45,Male,Less than High School,Unemployed,77470.45998644135,2,6.755559577422975,0,0
Claiborne County,Black,61,Male,Some College,Employed,34235.32419445225,1,5.246491405118024,0,0
Claiborne County,Black,70,Male,Less than High School,Employed,15559.13075934919,0,7.209486058666101,0,0
Claiborne County,Black,19,Male,Bachelor's Degree,Employed,120157.25488014921,1,5.3492234104941785,0,0
Claiborne County,Black,42,Male,Less than High School,Unemployed,76527.64483095596,2,5.157612892300344,1,0
Claiborne County,Black,50,Male,High School,Employed,35142.44466825718,0,7.09563204466966,0,0
Claiborne County,Black,68,Male,Bachelor's Degree,Employed,33587.87064568404,1,3.674939814262474,1,0
Claiborne County,Black,71,Female,Some College,Unemployed,73064.20371194129,0,3.894172642447547,0,0
Claiborne County,White,62,Male,Master's Degree,Employed,118905.05045346644,1,0.9530404735363451,1,0
Claiborne County,Black,33,Female,High School,Employed,34890.68787912577,2,6.6415855007307165,0,0
Claiborne County,Black,64,Female,Some College,Unemployed,14701.89789114,1,6.567612665702935,0,0
Claiborne County,Black,59,Male,Less than High School,Employed,15147.536226446637,1,4.89309772466676,0,1
Claiborne County,Black,53,Female,Some College,Unemployed,14695.856711562925,1,9.705683799318804,1,1
Claiborne County,Other,42,Female,Master's Degree,Employed,73499.39333630238,0,3.0786831755983575,1,0
Claiborne County,Black,57,Male,Bachelor's Degree,Employed,35851.17619556061,0,6.353773564249979,1,0
Claiborne County,Black,55,Female,Master's Degree,Employed,71611.07126983764,2,4.002109674484154,1,0
Claiborne County,Black,21,Female,Less than High School,Unemployed,15604.34249278798,1,8.123046215402175,0,0
Claiborne County,Black,20,Male,Master's Degree,Employed,36232.923560369134,0,9.985035387637728,0,0
Claiborne County,Black,34,Female,Bachelor's Degree,Employed,76258.53512419805,3,5.634291585357653,0,0
Claiborne County,Black,47,Male,High School,Unemployed,35326.27549537585,4,5.222452115261506,0,1
Claiborne County,Black,66,Female,Bachelor's Degree,Employed,15588.453747209478,3,6.693081307417199,1,1
Claiborne County,Black,36,Female,High School,Employed,33898.6556283505,3,7.238905546290327,0,0
Claiborne County,Black,40,Male,Some College,Employed,14368.453743286242,1,8.232755673451468,1,1
Claiborne County,Black,18,Male,High School,Employed,14609.265254864307,0,6.547954951169868,0,0
Claiborne County,Black,32,Female,Less than High School,Employed,36031.02397545067,4,10.880917168705828,1,0
Claiborne County,Black,49,Female,Some College,Employed,33371.34593354269,0,2.1815714308010348,1,0
Claiborne County,Black,34,Female,Bachelor's Degree,Employed,126035.08543854361,2,6.497837268264538,0,0
Claiborne County,White,66,Female,Some College,Employed,78715.78137143483,0,3.896126960204356,1,0
Claiborne County,Black,22,Female,Bachelor's Degree,Employed,15533.544140756308,1,2.7092739699173203,1,0
Claiborne County,Black,52,Female,Bachelor's Degree,Employed,75160.84266782692,1,10.856637125175453,0,0
Claiborne County,Black,27,Female,High School,Unemployed,71727.3068196498,2,4.928184148317315,0,0
Claiborne County,Black,41,Male,High School,Unemployed,77485.30135789282,1,4.373323855234936,1,0
Claiborne County,Black,18,Male,Some College,Employed,75742.33881132907,0,7.649067967924955,1,0
Claiborne County,Black,66,Male,Some College,Employed,72111.99747794674,1,7.4942132376543045,0,0
Claiborne County,White,72,Male,Some College,Unemployed,14390.785927235034,2,3.835559113655669,1,1
Claiborne County,Black,33,Male,Bachelor's Degree,Employed,36433.69386802807,1,5.86211727432231,0,0
Claiborne County,Black,30,Male,Bachelor's Degree,Employed,35592.20092028328,1,3.210682002910114,1,0
Claiborne County,Black,46,Female,Less than High School,Employed,15493.930198975133,0,4.816922005156278,0,1
Claiborne County,Black,37,Female,Less than High School,Employed,15568.468350423402,1,7.471188394697748,0,1
Claiborne County,White,32,Female,Less than High School,Employed,35251.20323216913,2,3.03408075747501,1,0
Claiborne County,Black,43,Male,Some College,Employed,35061.06223114265,3,5.436154774160781,0,0
Claiborne County,Black,58,Female,High School,Unemployed,14895.641115481485,2,5.196029796674973,0,0
Claiborne County,Black,40,Female,Bachelor's Degree,Employed,73627.0994084334,2,4.056048936071492,1,0
Claiborne County,Black,75,Male,High School,Employed,14901.893941288066,0,7.35548239003323,0,1
Claiborne County,Black,59,Female,High School,Unemployed,15410.819483595234,4,5.11500722669917,0,0
Claiborne County,White,29,Female,Bachelor's Degree,Employed,75764.42573261348,1,6.588064620125117,1,0
Claiborne County,Black,36,Female,Less than High School,Employed,77943.92467466134,3,3.7120672121892193,1,0
Claiborne County,Black,53,Female,Less than High School,Unemployed,34801.83005032715,2,4.014663721890989,1,0
Claiborne County,Black,39,Female,Bachelor's Degree,Employed,75803.17184039064,5,10.754746143855911,0,0
Claiborne County,Black,20,Male,High School,Employed,15196.961329637983,0,9.433383511957569,0,0
Claiborne County,Black,31,Female,Less than High School,Unemployed,35320.94006807214,1,3.1182094445971607,1,0
Claiborne County,White,62,Female,Some College,Employed,35709.218205799305,1,3.1214904503922654,1,0
Claiborne County,Black,25,Female,Less than High School,Unemployed,14606.150202562209,2,8.747084072195559,0,1
Claiborne County,Black,35,Female,High School,Unemployed,35043.273221410265,2,4.793591844264494,0,0
Claiborne County,Black,43,Male,Some College,Employed,72031.6860210626,2,4.247488924382811,1,0
Claiborne County,Black,25,Female,Bachelor's Degree,Employed,34595.78964675684,0,6.372136073615017,1,0
Claiborne County,Black,70,Male,Less than High School,Employed,34956.834740174425,3,5.367072318580104,0,0
Claiborne County,Black,55,Female,High School,Employed,35532.78490840916,3,7.578536773579059,0,0
Claiborne County,White,55,Male,Less than High School,Unemployed,15675.796578879304,3,4.009073919088751,1,1
Claiborne County,Black,54,Male,Bachelor's Degree,Employed,75754.88299911267,2,7.002122812562079,0,0
Claiborne County,Black,58,Male,Some College,Employed,35852.578706617955,1,4.23863614317342,1,0
Claiborne County,White,71,Male,Master's Degree,Employed,75046.99544621402,3,3.0899783584666594,0,0
Claiborne County,Black,66,Female,Less than High School,Employed,15201.156047064494,1,3.1211801263546217,1,0
Claiborne County,Black,52,Male,Less than High School,Employed,14356.39832420066,1,6.3549512033233215,0,0
Claiborne County,Black,33,Female,Less than High School,Employed,14631.58737126277,2,4.312004273454053,1,1
Claiborne County,Black,29,Female,Some College,Unemployed,14792.779639807708,1,4.8379951568515365,0,0
Claiborne County,Black,26,Male,High School,Employed,14958.74003250977,2,7.800932724223911,0,0
Claiborne County,Black,46,Female,High School,Employed,33409.77060925834,2,6.431574715777217,0,0
Claiborne County,Black,65,Female,Less than High School,Employed,33740.08434143661,2,10.156560281992348,0,0
Claiborne County,Black,36,Male,High School,Employed,34218.85007726957,0,8.164696092834136,0,1
Claiborne County,Black,36,Male,Bachelor's Degree,Employed,130894.15863626314,5,5.958717621758953,0,0
Claiborne County,Black,64,Female,Some College,Unemployed,14747.020510654576,3,6.051173561649092,0,1
Claiborne County,Black,68,Male,Some College,Employed,74865.30793584061,0,5.7438495025539416,0,1
Claiborne County,Black,59,Male,Master's Degree,Employed,121201.22140922991,2,7.127166564796616,0,0
Claiborne County,White,54,Male,Some College,Employed,15166.17010661365,0,1.8122000999756198,1,0
Claiborne County,Black,73,Male,Some College,Unemployed,14671.024823273961,2,4.537348188749214,0,1
Claiborne County,Black,28,Female,Some College,Unemployed,14560.48886765764,2,2.1290402242638633,1,0
Claiborne County,White,62,Female,Some College,Unemployed,75124.29471334485,0,2.9161143848467574,1,0
